id	Kanji	Strokes	Grade	Kanji_Classification	JLPT-test	Name_of_Radical	Radical_Freq	#_of_On	#_of_Meanings_of_On	#_of_Meanings_of_Kun	Year_of_Inclusion	Kanji_Frequency_with_Proper_Nouns	Kanji_Frequency_without_Proper_Nouns	Symmetry
846	射	10	6	会意_Com_Ideographic	1	Sun	12	1	2	1	1981	33801	33399	S
847	捨	11	6	形声_Phonetic	2	Tehen	89	1	13	13	1981	18405	18341	S
848	赦	11	7	会意_Com_Ideographic	1	Aka	2	1	1	0	1981	1689	1689	S
849	斜	11	7	形声_Phonetic	1	Tomasu	3	1	2	6	1981	4722	4517	R
850	煮	12	7	形声_Phonetic	1	Hi_Hihen_Renga	26	1	4	6	1981	6648	6648	S
851	遮	14	7	形声_Phonetic	1	Shinnyoo	51	1	3	3	1981	3330	3330	
852	謝	17	5	形声_Phonetic	1	Gon_Gonben	68	1	5	2	1981	38160	34198	S
853	邪	8	7	形声_Phonetic	1	Oozato	12	1	3	0	1981	7111	6733	R
854	蛇	11	7	形声_Phonetic	1	Mushi_Mushihen	10	2	3	1	1981	2437	2159	S
855	尺	4	6	象形_Pictographic	1	Shikabane	15	1	5	0	1981	1430	1409	S
856	借	10	4	形声_Phonetic	4	Hito_Ninben_Hitoyane	104	1	1	4	1981	25968	25957	S
857	酌	10	7	形声_Phonetic	1	Tori_Torihen	14	1	2	9	1981	1224	1224	S
858	釈	11	7	会意_Com_Ideographic	1	Nogome	2	1	1	0	1981	19723	19436	S
859	爵	17	7	象形_Pictographic	1	Tsumekanmuri	2	1	2	0	1981	712	712	P
860	若	8	6	象形_Pictographic	3	Kusakanmuri	47	2	1	10	1981	92809	79629	R
861	弱	10	2	会意_Com_Ideographic	2	Yumi_Yumihen	11	1	2	12	1981	30438	30418	S
862	寂	11	7	形声_Phonetic	1	Ukanmuri	36	2	2	9	1981	6064	5460	S
863	手	4	1	象形_Pictographic	4	Te	6	1	19	19	1981	761851	736309	S
864	主	5	3	象形_Pictographic	4	Ten	4	2	6	7	1981	478885	393309	S
865	守	6	3	会意_Com_Ideographic	3	Ukanmuri	36	2	8	12	1981	100909	90065	P
866	朱	6	7	象形_Pictographic	1	Ki_Kihen	85	1	2	0	1981	3998	1520	R
867	取	8	3	会意_Com_Ideographic	3	Mata	9	1	41	41	1981	410712	397528	S
868	狩	9	7	形声_Phonetic	1	Inu_Kemonohen	17	1	1	5	1981	4377	2309	S
869	首	9	2	象形_Pictographic	3	Kubi	1	1	5	2	1981	357903	357115	S
870	殊	10	7	形声_Phonetic	1	Kabanehen	5	1	3	3	1981	13237	12509	
871	珠	10	7	形声_Phonetic	1	Tama_Oo	15	1	2	0	1981	4944	2018	S
872	酒	10	3	形声_Phonetic	3	Tori_Torihen	14	1	3	3	1981	37771	29427	S
873	腫	13	7	形声_Phonetic	0	Niku_Nikuzuki	44	1	2	4	2010	4714	4714	S
874	種	14	4	形声_Phonetic	3	Nogi_Nogihen	23	1	5	16	1981	84368	81890	P
875	趣	15	7	形声_Phonetic	1	Hashiru_Soonyoo	6	1	3	11	1981	13442	13389	S
876	寿	7	7	形声_Phonetic	0	Sun	12	1	4	2	1981	19439	9167	P
877	受	8	3	会意_Com_Ideographic	3	Mata	9	1	1	18	1981	318245	318245	R
878	呪	8	7	会意_Com_Ideographic	0	Kuchi_Kuchihen	70	1	3	1	2010	1326	1326	R
879	授	11	5	形声_Phonetic	1	Tehen	89	1	2	12	1981	100711	100711	S
880	需	14	7	会意_Com_Ideographic	1	Ame_Amekanmuri	13	1	2	0	1981	18564	18564	S
881	儒	16	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	3	0	1981	493	493	S
882	樹	16	6	形声_Phonetic	1	Ki_Kihen	85	1	2	0	1981	51575	17317	S
883	収	4	6	会意_Com_Ideographic	3	Mata	9	1	1	23	1981	146647	146002	S
884	囚	5	7	会意_Com_Ideographic	1	Kunigamae	12	1	2	0	1981	4408	4408	S
885	州	6	3	象形_Pictographic	2	Magarigawa	3	1	3	2	1981	158456	54766	S
886	舟	6	7	象形_Pictographic	2	Fune_Funehen	8	1	1	11	1981	5711	3157	S
887	秀	7	7	象形_Pictographic	1	Nogi_Nogihen	23	1	2	4	1981	65349	22765	S
888	周	8	4	会意_Com_Ideographic	2	Kuchi_Kuchihen	70	1	5	9	1981	74380	67477	R
889	宗	8	6	会意_Com_Ideographic	1	Ukanmuri	36	2	3	0	1981	28259	16954	S
890	拾	9	3	形声_Phonetic	2	Tehen	89	2	1	5	1981	6834	6812	
891	秋	9	2	会意_Com_Ideographic	4	Nogi_Nogihen	23	1	1	1	1981	78078	42265	S
892	臭	9	7	会意_Com_Ideographic	1	Mizukara	2	1	3	9	1981	4787	4787	P
893	修	10	5	会意_Com_Ideographic	1	Hito_Ninben_Hitoyane	104	2	2	8	1981	78951	65049	R
894	袖	10	7	形声_Phonetic	0	Koromo_Koromohen	21	1	4	4	2010	3236	2556	P
895	終	11	3	形声_Phonetic	4	Ito_Itohen	63	1	1	7	1981	195327	195324	R
896	羞	11	7	会意_Com_Ideographic	0	Hitsuji	7	1	1	0	2010	177	177	
897	習	11	3	会意_Com_Ideographic	4	Hane	6	1	4	4	1981	71958	69535	P
898	週	11	2	形声_Phonetic	4	Shinnyoo	51	1	1	0	1981	82692	82110	S
899	就	12	6	会意_Com_Ideographic	1	Dainomageashi	1	2	5	5	1981	65148	65095	R
900	衆	12	6	会意_Com_Ideographic	1	Chi	2	2	4	0	1981	92285	18138	S
901	集	12	3	会意_Com_Ideographic	4	Furutori	9	1	2	11	1981	234156	231136	S
902	愁	13	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	3	6	1981	1131	1131	S
903	酬	13	7	形声_Phonetic	1	Tori_Torihen	14	1	2	0	1981	12055	12055	
904	醜	17	7	形声_Phonetic	1	Tori_Torihen	14	1	3	5	1981	799	799	R
905	蹴	19	7	形声_Phonetic	0	Ashi_Ashihen	11	1	1	1	2010	968	968	S
906	襲	22	7	会意_Com_Ideographic	1	Koromo_Koromohen	21	1	1	4	1981	22855	22855	P
907	十	2	1	指事_Ideographic	5	Juu	11	2	1	1	1981	112519	94851	R
908	汁	5	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	1	6	1981	4464	4457	P
909	充	6	7	象形_Pictographic	1	Hitoashi	9	1	1	11	1981	31607	27597	R
910	住	7	3	形声_Phonetic	4	Hito_Ninben_Hitoyane	104	1	2	3	1981	192383	169176	S
911	柔	9	7	会意_Com_Ideographic	2	Ki_Kihen	85	2	3	6	1981	19223	19000	S
912	重	9	3	会意_Com_Ideographic	4	Sato_Satohen	4	2	1	15	1981	256780	223305	R
913	従	10	6	会意_Com_Ideographic	1	Gyooninben	19	3	7	10	1981	50374	50356	S
914	渋	11	7	会意_Com_Ideographic	1	Mizu_Sanzui_Shitamizu	118	1	3	12	1981	24000	6396	S
915	銃	14	7	形声_Phonetic	1	Kane_Kanehen	33	1	2	0	1981	19700	19700	R
916	獣	16	7	会意_Com_Ideographic	1	Inu_Kemonohen	17	1	2	2	1981	4096	3922	S
917	縦	16	6	形声_Phonetic	1	Ito_Itohen	63	1	2	3	1981	10352	10350	R
918	叔	8	7	会意_Com_Ideographic	1	Mata	9	1	2	0	1981	1376	1347	
919	祝	9	4	会意_Com_Ideographic	2	Shimesu_Shimesuhen	15	2	2	3	1981	15985	15691	R
920	宿	11	3	会意_Com_Ideographic	3	Ukanmuri	36	1	5	15	1981	53369	27625	S
921	淑	11	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	4	0	1981	2736	412	S
922	粛	11	7	会意_Com_Ideographic	1	Fudezukuri	1	1	3	0	1981	5064	4899	S
923	縮	17	6	形声_Phonetic	1	Ito_Itohen	63	1	4	28	1981	33187	33187	S
924	塾	14	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	3	0	1981	9799	7118	
925	熟	15	6	形声_Phonetic	1	Hi_Hihen_Renga	26	1	6	6	1981	9991	9991	S
926	出	5	1	象形_Pictographic	5	Ukebako	4	2	4	66	1981	956723	938651	S
927	述	8	5	会意_Com_Ideographic	2	Shinnyoo	51	1	3	5	1981	101933	101933	P
928	術	11	5	会意_Com_Ideographic	3	Gyoogamae	6	1	10	0	1981	131760	127136	P
929	俊	9	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	2	0	1981	35764	2755	S
930	春	9	2	形声_Phonetic	4	Nichi_Nichihen	38	1	1	2	1981	87078	62227	S
931	瞬	18	7	形声_Phonetic	1	Me_Mehen	19	1	2	3	1981	16344	16061	
932	旬	6	7	象形_Pictographic	1	Nichi_Nichihen	38	2	2	0	1981	38096	36853	S
933	巡	6	7	形声_Phonetic	1	Magarigawa	3	1	2	3	1981	38126	38124	R
934	盾	9	7	象形_Pictographic	1	Me_Mehen	19	1	4	4	1981	6610	6608	
935	准	10	7	形声_Phonetic	1	Nisui	6	1	3	0	1981	8450	8450	
936	殉	10	7	形声_Phonetic	1	Kabanehen	5	1	3	0	1981	1336	1336	R
937	純	10	6	形声_Phonetic	2	Ito_Itohen	63	1	3	0	1981	47796	14828	R
938	循	12	7	形声_Phonetic	1	Gyooninben	19	1	1	0	1981	5467	5467	
939	順	12	4	形声_Phonetic	2	Oogai	22	1	6	0	1981	65901	55532	S
940	準	13	5	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	1	4	0	1981	127637	127128	S
941	潤	15	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	4	14	1981	6871	3427	S
942	遵	15	7	形声_Phonetic	1	Shinnyoo	51	1	3	0	1981	112	112	
943	処	5	6	会意_Com_Ideographic	3	Suinyoo	4	1	7	0	1981	92803	92789	S
944	初	7	4	会意_Com_Ideographic	3	Katana_Rittoo	32	1	2	11	1981	307333	305500	R
945	所	8	3	会意_Com_Ideographic	3	To_Tokanmuri	6	1	1	19	1981	348762	332553	P
946	書	10	2	会意_Com_Ideographic	5	Hirabi	8	1	4	4	1981	328006	317053	P
947	庶	11	7	会意_Com_Ideographic	1	Madare	17	1	2	0	1981	4168	4160	
948	暑	12	3	形声_Phonetic	1	Nichi_Nichihen	38	1	1	3	1981	8110	8106	P
949	署	13	6	形声_Phonetic	2	Amigashira	7	1	2	0	1981	59183	58347	S
950	緒	14	7	形声_Phonetic	3	Ito_Itohen	63	2	3	5	1981	31341	27053	S
951	諸	15	6	形声_Phonetic	2	Gon_Gonben	68	1	4	0	1981	36135	29928	R
952	女	3	1	象形_Pictographic	5	Onna_Onnahen	36	3	3	4	1981	329980	322259	S
953	如	6	7	会意_Com_Ideographic	1	Onna_Onnahen	36	2	3	0	1981	5931	4607	S
954	助	7	3	会意_Com_Ideographic	3	Chikara	23	1	2	13	1981	91357	83256	S
955	序	7	5	形声_Phonetic	1	Madare	17	1	6	0	1981	12499	12499	S
956	叙	9	7	会意_Com_Ideographic	1	Mata	9	1	6	0	1981	2192	2109	R
957	徐	10	7	形声_Phonetic	1	Gyooninben	19	1	3	0	1981	6055	5311	
958	除	10	6	形声_Phonetic	3	Kozatohen	31	2	2	5	1981	75671	75647	S
959	小	3	1	象形_Pictographic	5	Shoo	5	1	5	11	1981	493785	227697	R
960	升	4	7	象形_Pictographic	1	Juu	11	1	1	1	1981	1090	652	
961	少	4	2	象形_Pictographic	4	Shoo	5	1	3	11	1981	176331	175913	S
962	召	5	7	会意_Com_Ideographic	2	Kuchi_Kuchihen	70	1	10	10	1981	3516	3510	S
963	匠	6	7	会意_Com_Ideographic	1	Hakogamae	2	1	4	0	1981	6864	6105	P
964	床	7	7	形声_Phonetic	2	Madare	17	1	2	5	1981	18948	18092	S
965	抄	7	7	形声_Phonetic	1	Tehen	89	1	3	0	1981	629	629	S
966	肖	7	7	形声_Phonetic	1	Niku_Nikuzuki	44	1	1	0	1981	2335	2335	
967	尚	8	7	会意_Com_Ideographic	1	Shoo	5	1	6	0	1981	12251	3024	S
968	招	8	5	形声_Phonetic	3	Tehen	89	1	7	7	1981	37383	37273	R
969	承	8	5	会意_Com_Ideographic	2	Te	6	1	17	3	1981	34862	34803	S
970	昇	8	7	形声_Phonetic	2	Nichi_Nichihen	38	1	10	10	1981	48108	43002	R
971	松	8	4	形声_Phonetic	1	Ki_Kihen	85	1	1	1	1981	161500	8025	S
972	沼	8	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	2	4	1981	18607	2745	S
973	昭	9	3	形声_Phonetic	1	Nichi_Nichihen	38	1	2	0	1981	42854	58	
974	宵	10	7	形声_Phonetic	1	Ukanmuri	36	1	2	2	1981	618	509	S
975	将	10	6	会意_Com_Ideographic	2	Sun	12	1	3	0	1981	77204	71832	S
976	消	10	3	形声_Phonetic	3	Mizu_Sanzui_Shitamizu	118	1	8	14	1981	132050	129962	R
977	症	10	7	形声_Phonetic	1	Yamaidare	15	1	4	0	1981	51142	51142	S
978	祥	10	7	形声_Phonetic	1	Shimesu_Shimesuhen	15	1	1	0	1981	18394	7792	S
979	称	10	7	形声_Phonetic	1	Nogi_Nogihen	23	1	4	0	1981	28293	28256	P
980	笑	10	4	象形_Pictographic	3	Take_Takekanmuri	24	1	1	9	1981	54603	54152	S
981	唱	11	4	形声_Phonetic	1	Kuchi_Kuchihen	70	1	8	8	1981	15042	15042	P
982	商	11	3	会意_Com_Ideographic	3	Kuchi_Kuchihen	70	1	3	3	1981	106813	93620	R
983	渉	11	7	会意_Com_Ideographic	1	Mizu_Sanzui_Shitamizu	118	1	9	0	1981	174306	173141	S
984	章	11	3	象形_Pictographic	2	Tatsu	5	1	7	0	1981	37509	22049	P
985	紹	11	7	形声_Phonetic	2	Ito_Itohen	63	1	2	0	1981	30354	30330	
986	訟	11	7	形声_Phonetic	1	Gon_Gonben	68	1	1	0	1981	28689	28689	
987	勝	12	3	形声_Phonetic	3	Chikara	23	1	2	7	1981	562597	537244	S
988	掌	12	7	形声_Phonetic	1	Te	6	1	3	0	1981	3233	3233	S
989	晶	12	7	象形_Pictographic	1	Nichi_Nichihen	38	1	2	0	1981	8021	4696	
990	焼	12	4	形声_Phonetic	2	Hi_Hihen_Renga	26	1	1	30	1981	31200	30528	S
991	焦	12	7	会意_Com_Ideographic	1	Hi_Hihen_Renga	26	1	4	12	1981	24074	24074	R
992	硝	12	7	形声_Phonetic	1	Ishi_Ishihen	16	1	1	0	1981	948	476	R
993	粧	12	7	形声_Phonetic	0	Kome_Komehen	10	1	1	0	1981	6876	6442	
994	詔	12	7	形声_Phonetic	1	Gon_Gonben	68	1	1	1	1981	407	356	
995	証	12	5	形声_Phonetic	1	Gon_Gonben	68	1	3	0	1981	133739	115212	S
996	象	12	4	象形_Pictographic	2	Inoko	3	2	4	2	1981	117221	111135	S
997	傷	13	6	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	2	23	1981	63587	63579	P
998	奨	13	7	形声_Phonetic	1	Dai	16	1	2	0	1981	10638	9283	S
999	照	13	4	形声_Phonetic	2	Hi_Hihen_Renga	26	1	1	6	1981	26639	20578	S
1000	詳	13	7	形声_Phonetic	1	Gon_Gonben	68	1	6	6	1981	22878	22870	R
1001	彰	14	7	会意_Com_Ideographic	1	Sanzukuri	5	1	1	0	1981	17962	10957	
1002	障	14	6	形声_Phonetic	1	Kozatohen	31	1	5	5	1981	87311	86035	S
1003	憧	15	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	6	6	2010	549	549	
1004	衝	15	7	形声_Phonetic	1	Gyoogamae	6	1	5	0	1981	26549	26549	S
1005	賞	15	4	形声_Phonetic	2	Kai_Kaihen	35	1	3	0	1981	161830	156578	S
1006	償	17	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	6	6	1981	36879	36879	S
1007	礁	17	7	形声_Phonetic	1	Ishi_Ishihen	16	1	1	0	1981	2008	2008	P
1008	鐘	20	7	形声_Phonetic	1	Kane_Kanehen	33	1	4	4	1981	3667	3156	S
1009	上	3	1	指事_Ideographic	5	Ichi	14	2	15	85	1981	862397	739020	S
1010	丈	3	7	会意_Com_Ideographic	0	Ichi	14	1	4	3	1981	15154	10047	P
1011	冗	4	7	会意_Com_Ideographic	1	Wakanmuri	4	1	1	0	1981	2373	2373	R
1012	条	7	5	会意_Com_Ideographic	1	Ki_Kihen	85	1	8	0	1981	87689	82845	S
1013	状	7	5	形声_Phonetic	3	Inu_Kemonohen	17	1	5	0	1981	150338	150301	P
1014	乗	9	3	会意_Com_Ideographic	3	No	4	1	5	20	1981	109192	108840	S
1015	城	9	6	形声_Phonetic	2	Tsuchi_Tsuchihen	50	1	1	2	1981	82540	12904	S
1016	浄	9	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	5	0	1981	8463	6388	S
1017	剰	11	7	形声_Phonetic	1	Katana_Rittoo	32	1	1	0	1981	8262	8262	
1018	常	11	5	形声_Phonetic	3	Haba_Kinben	17	1	3	5	1981	130133	123080	R
1019	情	11	5	形声_Phonetic	3	Kokoro_Risshinben_Shitagokoro	76	2	11	2	1981	241529	240958	P
1020	場	12	2	形声_Phonetic	4	Tsuchi_Tsuchihen	50	1	7	7	1981	643257	627086	P
1021	畳	12	7	会意_Com_Ideographic	2	Ta_Tahen	19	1	1	11	1981	4113	4050	S
1022	蒸	13	6	形声_Phonetic	2	Kusakanmuri	47	1	6	11	1981	4537	4537	R
1023	縄	15	7	形声_Phonetic	1	Ito_Itohen	63	1	2	2	1981	41421	3218	S
1024	壌	16	7	形声_Phonetic	1	Tsuchi_Tsuchihen	50	1	2	0	1981	8836	2668	
1025	嬢	16	7	形声_Phonetic	1	Onna_Onnahen	36	1	4	0	1981	864	864	
1026	錠	16	7	形声_Phonetic	1	Kane_Kanehen	33	1	6	0	1981	3703	3646	
1027	譲	20	7	形声_Phonetic	1	Gon_Gonben	68	1	15	15	1981	24866	23074	S
1028	醸	20	7	形声_Phonetic	1	Tori_Torihen	14	1	3	3	1981	2852	2852	
1029	色	6	2	会意_Com_Ideographic	4	Iro	2	2	1	13	1981	62087	60753	P
1030	拭	9	7	形声_Phonetic	0	Tehen	89	1	3	3	2010	772	772	
1031	食	9	2	象形_Pictographic	5	Shoku_Shokuhen	12	2	5	12	1981	167658	164637	P
1032	植	12	3	形声_Phonetic	2	Ki_Kihen	85	1	1	6	1981	41556	36875	S
1033	殖	12	7	形声_Phonetic	1	Kabanehen	5	1	1	7	1981	8812	8141	S
1034	飾	13	7	会意_Com_Ideographic	1	Shoku_Shokuhen	12	1	7	7	1981	17252	14941	P
1035	触	13	7	形声_Phonetic	2	Tsuno_Tsunohen	3	1	1	11	1981	33402	33374	S
1036	嘱	15	7	形声_Phonetic	1	Kuchi_Kuchihen	70	1	1	0	1981	1833	1833	
1037	織	18	5	形声_Phonetic	1	Ito_Itohen	63	2	1	1	1981	72142	63740	S
1038	職	18	5	形声_Phonetic	3	Mimi_Mimihen	5	1	4	0	1981	176796	176595	P
1039	辱	10	7	会意_Com_Ideographic	1	Shinnotatsu	2	1	6	6	1981	5015	5015	P
1040	尻	5	7	形声_Phonetic	0	Shikabane	15	0	0	6	2010	6156	3229	S
1041	心	4	2	象形_Pictographic	4	Kokoro_Risshinben_Shitagokoro	76	1	10	18	1981	258654	256954	P
1042	申	5	3	象形_Pictographic	3	Ta_Tahen	19	1	9	9	1981	72345	72320	S
1043	伸	7	7	形声_Phonetic	2	Hito_Ninben_Hitoyane	104	1	1	25	1981	50886	35458	S
1044	臣	7	4	象形_Pictographic	2	Shin	2	2	2	0	1981	17240	14912	P
1045	芯	7	7	形声_Phonetic	0	Kusakanmuri	47	1	1	0	2010	965	965	
1046	身	7	3	象形_Pictographic	3	Mi	1	1	15	15	1981	164014	162915	P
1047	辛	7	7	象形_Pictographic	2	Karai	3	1	2	8	1981	7570	7501	R
1048	侵	9	7	形声_Phonetic	1	Hito_Ninben_Hitoyane	104	1	5	5	1981	23066	23066	R
1049	信	9	4	会意_Com_Ideographic	3	Hito_Ninben_Hitoyane	104	1	7	0	1981	236001	172908	S
1050	津	9	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	3	3	1981	66225	13640	S
1051	神	9	3	形声_Phonetic	3	Shimesu_Shimesuhen	15	2	4	3	1981	211666	78266	R
1052	唇	10	7	形声_Phonetic	1	Kuchi_Kuchihen	70	1	1	1	1981	1330	1330	
1053	娠	10	7	形声_Phonetic	1	Onna_Onnahen	36	1	1	0	1981	4721	4721	
1054	振	10	7	形声_Phonetic	1	Tehen	89	1	10	20	1981	93772	93205	S
1055	浸	10	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	1	8	14	1981	9359	9359	R
1056	真	10	3	会意_Com_Ideographic	4	Me_Mehen	19	1	4	6	1981	315343	267420	R
1057	針	10	6	形声_Phonetic	2	Kane_Kanehen	33	1	1	14	1981	87419	87082	S
1058	深	11	3	形声_Phonetic	3	Mizu_Sanzui_Shitamizu	118	1	1	10	1981	84163	72752	R
1059	紳	11	7	形声_Phonetic	1	Ito_Itohen	63	1	2	0	1981	3837	1504	
1060	進	11	3	形声_Phonetic	3	Shinnyoo	51	1	1	14	1981	252430	241979	S
1061	森	12	1	会意_Com_Ideographic	2	Ki_Kihen	85	1	2	2	1981	117996	19325	S
1062	診	12	7	形声_Phonetic	1	Gon_Gonben	68	1	2	2	1981	36486	36473	P
1063	寝	13	7	会意_Com_Ideographic	3	Ukanmuri	36	1	3	10	1981	18048	17035	R
1064	慎	13	7	形声_Phonetic	1	Kokoro_Risshinben_Shitagokoro	76	1	6	6	1981	30142	19928	
1065	新	13	2	会意_Com_Ideographic	4	Kin_Onozukuri	5	1	7	5	1981	659987	465263	R
1066	審	15	7	会意_Com_Ideographic	1	Ukanmuri	36	1	3	0	1981	106198	104685	P
1067	震	15	7	形声_Phonetic	2	Ame_Amekanmuri	13	1	6	6	1981	69520	68814	S
1068	薪	16	7	形声_Phonetic	1	Kusakanmuri	47	1	1	3	1981	892	891	
1069	親	16	2	会意_Com_Ideographic	4	Miru	7	1	3	9	1981	130969	129143	R
1070	人	2	1	象形_Pictographic	5	Hito_Ninben_Hitoyane	104	2	3	13	1981	1757335	1696029	P
1071	刃	3	7	象形_Pictographic	1	Katana_Rittoo	32	1	3	2	1981	5075	5072	S
1072	仁	4	6	会意_Com_Ideographic	1	Hito_Ninben_Hitoyane	104	2	5	0	1981	19549	3227	S
1073	尽	6	7	会意_Com_Ideographic	1	Shikabane	15	1	9	12	1981	16392	15811	S
1074	迅	6	7	形声_Phonetic	1	Shinnyoo	51	1	1	0	1981	4107	3934	
1075	甚	9	7	象形_Pictographic	1	Amai	2	1	1	8	1981	1862	1568	S
1076	陣	10	7	会意_Com_Ideographic	1	Kozatohen	31	1	4	0	1981	48780	48330	S
1077	尋	12	7	会意_Com_Ideographic	1	Sun	12	1	1	3	1981	10511	9760	
1078	腎	13	7	形声_Phonetic	0	Niku_Nikuzuki	44	1	1	0	2010	4246	4246	S
1079	須	12	7	会意_Com_Ideographic	1	Oogai	22	1	2	0	2010	24868	2041	S
1080	図	7	2	会意_Com_Ideographic	4	Kunigamae	12	2	8	15	1981	79453	78609	S
1081	水	4	1	象形_Pictographic	5	Mizu_Sanzui_Shitamizu	118	1	3	1	1981	230561	158842	S
1082	吹	7	7	会意_Com_Ideographic	3	Kuchi_Kuchihen	70	1	7	7	1981	19074	13484	S
1083	垂	8	6	会意_Com_Ideographic	1	Tsuchi_Tsuchihen	50	1	3	16	1981	3553	3068	S
1084	炊	8	7	会意_Com_Ideographic	1	Hi_Hihen_Renga	26	1	2	2	1981	2984	2966	
1085	帥	9	7	会意_Com_Ideographic	1	Haba_Kinben	17	1	1	0	1981	627	627	
1086	粋	10	7	形声_Phonetic	1	Kome_Komehen	10	1	12	2	1981	4129	4129	P
1087	衰	10	7	会意_Com_Ideographic	1	Koromo_Koromohen	21	1	7	7	1981	7105	7089	S
1088	推	11	6	形声_Phonetic	1	Tehen	89	1	1	6	1981	66779	66720	R
1089	酔	11	7	形声_Phonetic	1	Tori_Torihen	14	1	5	5	1981	6346	6338	S
1090	遂	12	7	形声_Phonetic	1	Shinnyoo	51	1	3	3	1981	13356	13356	S
1091	睡	13	7	形声_Phonetic	1	Me_Mehen	19	1	2	0	1981	4241	4241	S
1092	穂	15	7	会意_Com_Ideographic	1	Nogi_Nogihen	23	1	3	3	1981	10891	2473	S
1093	随	12	7	形声_Phonetic	1	Kozatohen	31	1	1	0	1981	8586	8581	R
1094	髄	19	7	形声_Phonetic	1	Hone_Honehen	3	1	2	0	1981	3759	3759	P
1095	枢	8	7	会意_Com_Ideographic	1	Ki_Kihen	85	1	2	0	1981	3229	3229	S
1096	崇	11	7	形声_Phonetic	1	Yama_Yamahen	16	1	1	0	1981	6388	891	
1097	数	13	2	会意_Com_Ideographic	3	Nobun	16	2	6	5	1981	321551	320758	P
1098	据	11	7	形声_Phonetic	1	Tehen	89	0	0	9	1981	8837	8837	
1099	杉	7	7	形声_Phonetic	1	Ki_Kihen	85	0	0	3	1981	28919	2990	
1100	裾	13	7	形声_Phonetic	0	Koromo_Koromohen	21	0	0	3	2010	649	387	
1101	寸	3	6	会意_Com_Ideographic	1	Sun	12	1	2	0	1981	4287	4241	R
1102	瀬	19	7	形声_Phonetic	1	Mizu_Sanzui_Shitamizu	118	0	0	5	1981	35828	3344	S
1103	是	9	7	象形_Pictographic	1	Nichi_Nichihen	38	1	2	0	1981	13295	12562	S
1104	井	4	7	象形_Pictographic	1	Ni	6	2	1	1	1981	234115	9355	S
1105	世	5	3	象形_Pictographic	4	Ichi	14	2	4	12	1981	356337	337799	P
1106	正	5	1	会意_Com_Ideographic	4	Tomeru	6	2	11	18	1981	313748	233599	R
1107	生	5	1	象形_Pictographic	5	Umareru	2	2	6	46	1981	784409	709119	S
1108	成	6	4	会意_Com_Ideographic	3	Hokogamae_Hokozukuri	7	2	19	24	1981	362233	314970	S
1109	西	6	2	仮借_Loan	5	Nishi	4	2	1	1	1981	215897	54683	R
1110	声	7	2	会意_Com_Ideographic	3	Samurai	5	2	6	6	1981	115043	114958	P
1111	制	8	5	会意_Com_Ideographic	3	Katana_Rittoo	32	1	11	0	1981	325886	325665	S
1112	姓	8	7	形声_Phonetic	2	Onna_Onnahen	36	2	2	0	1981	3025	3016	S
1113	征	8	7	形声_Phonetic	1	Gyooninben	19	1	2	0	1981	9302	6876	S
1114	性	8	5	形声_Phonetic	3	Kokoro_Risshinben_Shitagokoro	76	2	7	0	1981	450195	450157	P
1115	青	8	1	形声_Phonetic	4	Ao_Aohen	2	2	3	6	1981	93865	33794	R
1116	斉	8	7	象形_Pictographic	1	Sei	2	1	2	0	1981	21534	8700	
1117	政	9	5	形声_Phonetic	3	Nobun	16	2	2	2	1981	673588	660968	S
1118	星	9	2	形声_Phonetic	2	Nichi_Nichihen	38	2	1	8	1981	56924	44802	S
1119	牲	9	7	形声_Phonetic	1	Ushi_Ushihen	6	1	3	0	1981	13069	13069	
1120	省	9	4	形声_Phonetic	2	Me_Mehen	19	2	3	10	1981	238338	124009	S
1121	凄	10	7	形声_Phonetic	0	Nisui	6	1	1	0	2010	510	510	R
1122	逝	10	7	形声_Phonetic	1	Shinnyoo	51	1	2	2	1981	2214	2210	
1123	清	11	4	形声_Phonetic	2	Mizu_Sanzui_Shitamizu	118	2	2	11	1981	70246	11861	R
1124	盛	11	6	形声_Phonetic	1	Sara	8	2	3	16	1981	55458	48232	S
1125	婿	12	7	形声_Phonetic	1	Onna_Onnahen	36	1	1	1	1981	705	705	
1126	晴	12	2	形声_Phonetic	3	Nichi_Nichihen	38	1	3	6	1981	25329	14761	S
1127	勢	13	5	会意_Com_Ideographic	2	Chikara	23	1	2	13	1981	159626	151652	P
